fare_id,route_id,origin_id,destination_id
1,748cb45a7228434ca9ff97c559f6f340,21830,116556
35,748cb45a7228434ca9ff97c559f6f340,24964,25823
29,748cb45a7228434ca9ff97c559f6f340,32175,32268
2,748cb45a7228434ca9ff97c559f6f340,106878,25823
5,748cb45a7228434ca9ff97c559f6f340,32678,32268
26,748cb45a7228434ca9ff97c559f6f340,154360,21842
4,748cb45a7228434ca9ff97c559f6f340,32175,25989
5,748cb45a7228434ca9ff97c559f6f340,32678,25989
22,748cb45a7228434ca9ff97c559f6f340,106879,116144
1,748cb45a7228434ca9ff97c559f6f340,139934,106880
8,748cb45a7228434ca9ff97c559f6f340,32692,21834
1,748cb45a7228434ca9ff97c559f6f340,21830,106879
11,748cb45a7228434ca9ff97c559f6f340,32329,25783
9,748cb45a7228434ca9ff97c559f6f340,93571,24964
2,748cb45a7228434ca9ff97c559f6f340,116556,116144
36,748cb45a7228434ca9ff97c559f6f340,114421,32570
1,748cb45a7228434ca9ff97c559f6f340,21842,25783
1,748cb45a7228434ca9ff97c559f6f340,24783,25994
22,748cb45a7228434ca9ff97c559f6f340,21830,25786
30,748cb45a7228434ca9ff97c559f6f340,114421,106878
1,748cb45a7228434ca9ff97c559f6f340,25192,25994
1,748cb45a7228434ca9ff97c559f6f340,31922,152904
13,748cb45a7228434ca9ff97c559f6f340,32329,32339
1,748cb45a7228434ca9ff97c559f6f340,32678,24957
14,748cb45a7228434ca9ff97c559f6f340,154360,30633
6,748cb45a7228434ca9ff97c559f6f340,32329,106880
25,748cb45a7228434ca9ff97c559f6f340,21832,152904
4,748cb45a7228434ca9ff97c559f6f340,21830,31922
32,748cb45a7228434ca9ff97c559f6f340,139934,25783
10,748cb45a7228434ca9ff97c559f6f340,21830,30631
34,748cb45a7228434ca9ff97c559f6f340,24957,21830
20,748cb45a7228434ca9ff97c559f6f340,25783,32268
1,748cb45a7228434ca9ff97c559f6f340,24783,31922
1,748cb45a7228434ca9ff97c559f6f340,106881,25783
5,748cb45a7228434ca9ff97c559f6f340,93570,24783
37,748cb45a7228434ca9ff97c559f6f340,154360,25823
9,748cb45a7228434ca9ff97c559f6f340,116144,25989
28,748cb45a7228434ca9ff97c559f6f340,30119,25192
9,748cb45a7228434ca9ff97c559f6f340,30631,152904
1,748cb45a7228434ca9ff97c559f6f340,25192,31922
32,748cb45a7228434ca9ff97c559f6f340,24964,21842
9,748cb45a7228434ca9ff97c559f6f340,106878,21842
1,748cb45a7228434ca9ff97c559f6f340,116144,32268
2,748cb45a7228434ca9ff97c559f6f340,25783,25989
5,748cb45a7228434ca9ff97c559f6f340,32272,30606
36,748cb45a7228434ca9ff97c559f6f340,24957,25192
38,748cb45a7228434ca9ff97c559f6f340,32495,25044
1,748cb45a7228434ca9ff97c559f6f340,139934,32175
1,748cb45a7228434ca9ff97c559f6f340,30119,21830
1,748cb45a7228434ca9ff97c559f6f340,25044,26279
1,748cb45a7228434ca9ff97c559f6f340,32329,93570
1,748cb45a7228434ca9ff97c559f6f340,32692,114421
37,748cb45a7228434ca9ff97c559f6f340,93571,21842
26,748cb45a7228434ca9ff97c559f6f340,31912,32570
1,748cb45a7228434ca9ff97c559f6f340,24957,30119
6,748cb45a7228434ca9ff97c559f6f340,106879,152904
38,748cb45a7228434ca9ff97c559f6f340,32339,25989
1,748cb45a7228434ca9ff97c559f6f340,25044,30631
36,748cb45a7228434ca9ff97c559f6f340,32339,32268
1,748cb45a7228434ca9ff97c559f6f340,30633,106880
29,748cb45a7228434ca9ff97c559f6f340,21834,32570
39,748cb45a7228434ca9ff97c559f6f340,106880,32268
1,748cb45a7228434ca9ff97c559f6f340,25044,31922
1,748cb45a7228434ca9ff97c559f6f340,93570,24957
1,748cb45a7228434ca9ff97c559f6f340,154360,24964
1,748cb45a7228434ca9ff97c559f6f340,21834,106878
18,748cb45a7228434ca9ff97c559f6f340,116556,152904
26,748cb45a7228434ca9ff97c559f6f340,106880,25989
1,748cb45a7228434ca9ff97c559f6f340,32272,114421
9,748cb45a7228434ca9ff97c559f6f340,21830,26619
33,748cb45a7228434ca9ff97c559f6f340,21830,26279
8,748cb45a7228434ca9ff97c559f6f340,114421,106881
32,748cb45a7228434ca9ff97c559f6f340,25786,152904
5,748cb45a7228434ca9ff97c559f6f340,32692,30606
